knot_name,crossing_count,fox_determinant,log_fox_determinant,maximum_tait_spectral_radius,jsj_hyperbolic_volume_numeric,length_cutoff,length_spectrum_retry_count,length_spectrum_elapsed_seconds,length_spectrum_status,length_spectrum_record_count,length_spectrum_multiplicity_count,systole_numeric,second_to_first_length_ratio,mean_short_length,short_length_standard_deviation,short_length_cv,finite_counting_entropy_proxy,twist_angle_entropy_8bin,twist_angle_resultant,twist_angle_max_sector_fraction,short_spectrum_fingerprint,geodesic_count_le_1_5,geodesic_count_le_2_0,geodesic_count_le_2_5,compressed_invariant_baseline_loocv_prediction,compressed_invariant_baseline_absolute_error,systole_augmented_loocv_prediction,systole_augmented_absolute_error,compact_geometry_augmented_loocv_prediction,compact_geometry_augmented_absolute_error,full_local_angular_augmented_loocv_prediction,full_local_angular_augmented_absolute_error,systole_absolute_error_reduction,full_stack_absolute_error_reduction
8_1,8,13,2.5649493574615367,13.0,3.4272052462740166,3.0,0,0.03490179999789689,numerical_unverified,21,38,0.15357869278839223,7.410432601651313,2.4457773537385465,0.6210381443580343,0.2539225998673726,1.3217558399823202,0.9201045657708372,0.6277415305807424,0.21052631578947367,1.00000000:1.91997403:1|7.41043260:2.20714834:2|11.59341508:3.05875849:2|12.60442935:3.11171600:2|12.87529453:1.74724553:1,3,8,14,3.04405623278961,0.38314901348440644,3.5086206192146028,0.0814153729405862,3.6048791808024303,0.17767393452841374,3.9048225693889353,0.4776173231149188,0.30173364054382024,-0.09446830963051234
8_2,8,17,2.833213344056216,11.605551275463993,4.935242678280654,3.0,0,0.0240810999966925,numerical_unverified,23,40,0.25907228371700153,4.546597103177174,2.4448154671151068,0.5511227995888504,0.2254251116298678,1.6739764335716714,0.8808663375976706,0.7538670704188238,0.275,1.00000000:2.14671859:1|4.54659710:2.62362022:1|6.02889207:1.77006878:2|7.65951875:1.09454281:2|8.06096888:2.63980651:2,2,6,15,4.894966903391629,0.04027577488902523,4.964250734146,0.029008055865345383,5.124173915049896,0.18893123676924173,5.15011710811083,0.2148744298301759,0.011267719023679845,-0.17459865494115068
8_3,8,17,2.833213344056216,9.140054944640262,5.238684100798439,3.0,0,0.010909900011029094,numerical_unverified,21,44,0.6002213431912253,1.0000000000000293,2.501357042303324,0.5367893948823373,0.2145992698379619,1.6094379124341012,0.9181472819044487,0.6650131189965958,0.18181818181818182,1.00000000:2.90065641:1|1.00000000:2.90065641:1|3.18604414:1.15413746:2|3.18604414:1.15413746:2|3.42652957:1.68192954:2,2,6,14,6.022601351901288,0.7839172511028494,5.966159123167448,0.727475022369009,6.016309761841585,0.777625661043146,6.075846422337275,0.8371623215388357,0.056442228733840416,-0.053245070435986364
8_4,8,19,2.9444389791664403,10.64575131106459,5.500486416347234,3.0,1,0.015212400001473725,numerical_unverified,19,34,0.4167752633516181,1.6493804803693155,2.315678268353813,0.5753955077329944,0.24847817401768682,1.8458266904983311,0.9075500843980737,0.6451883427134579,0.17647058823529413,1.00000000:2.48943700:1|1.64938048:2.98191084:1|3.95159978:3.03113533:2|4.61364385:1.35248140:2|4.68313350:3.12016636:2,2,10,18,5.8217935199335855,0.32130710358635195,5.8098650558361395,0.309378639488906,5.537348766415364,0.03686235006813021,5.390393485962784,0.11009293038444934,0.011928464097445968,0.2112141732019026
8_5,8,21,3.044522437723423,9.0,6.997189147792215,3.0,0,0.018609899998409674,numerical_unverified,23,43,0.8808877879601164,1.846515025871011,2.4391907435963947,0.5412608378692134,0.22190180874135615,1.8971199848858817,0.9188790459900698,0.6895132271455416,0.27906976744186046,1.00000000:2.75912768:2|1.84651503:3.13266448:1|1.86160240:2.21986464:2|1.95188631:2.87170624:2|2.19840226:0.34982832:1,2,8,19,6.9227767375381175,0.07441241025409706,7.037321217797748,0.04013207000553365,6.756370704424223,0.2408184433679912,6.88032478712536,0.11686436066685424,0.03428034024856341,-0.04245195041275718
8_6,8,23,3.1354942159291497,8.192582403567254,7.475237429505244,3.0,0,0.025258799985749647,numerical_unverified,23,43,0.9850994940538148,1.0006093943091263,2.521660473028617,0.4511136506777116,0.17889547601779462,1.791759469228055,0.8742495824998572,0.6174489548713086,0.3023255813953488,1.00000000:2.95019592:1|1.00060939:2.74170584:1|1.72445518:1.84926331:1|1.90873440:2.37244028:2|2.02351695:1.41994105:1,2,6,17,7.669206234916317,0.19396880541107286,7.694216853049138,0.2189794235438942,7.781535688309964,0.30629825880471984,7.811544664104604,0.33630723459936007,-0.02501061813282135,-0.1423384291882872
8_7,8,23,3.1354942159291497,9.605551275463991,7.022196589095252,3.0,4,0.03476979999686591,numerical_unverified,25,46,0.44936317455094904,3.1940545651874355,2.5427820764255715,0.4955809324613679,0.19489713139633805,1.8458266904983305,0.8647026266410083,0.6479032362336516,0.34782608695652173,1.00000000:2.63094977:1|3.19405457:2.12919558:1|3.71393229:2.53917684:2|4.18374586:2.64379873:1|4.72054227:0.70444847:2,2,5,18,7.054705269331327,0.03250868023607545,6.765498419446265,0.2566981696489865,6.940496911799386,0.08169967729586602,7.060894065542458,0.038697476447206114,-0.22418948941291106,-0.006188796211130665
8_8,8,25,3.2188758248682006,8.701562118716424,7.801341224440063,3.0,0,0.025478900002781302,numerical_unverified,26,50,0.7683712074581466,1.5378942144174892,2.5894116225972805,0.4268785684960652,0.16485543077461334,1.386294361119891,0.9406899949604574,0.7343729238281036,0.24,1.00000000:2.68150852:1|1.53789421:2.51637801:1|2.32121279:1.81016330:1|2.58760245:1.50750821:1|2.66045448:2.79010734:2,2,4,11,7.796584008099681,0.004757216340381731,7.648188384078448,0.15315284036161447,7.95640299987774,0.15506177543767752,7.683939966391171,0.11740125804889168,-0.14839562402123274,-0.11264404170850995
8_9,8,25,3.2188758248682006,7.6553404994292835,7.588180223641627,3.0,0,0.01816279999911785,numerical_unverified,22,38,0.7931455305083244,1.000000000000048,2.4765311619762937,0.5111391821250776,0.20639319624679545,1.466337068793427,0.8349334609941119,0.7139878474829764,0.2631578947368421,1.00000000:3.00026349:1|1.00000000:3.00026349:1|2.24248485:1.86472777:2|2.24248485:1.86472777:2|2.80355212:2.54446371:1,2,6,12,8.280898620436323,0.6927183967946959,7.989520190842553,0.4013399672009257,7.786958766209135,0.19877854256750727,7.424019235835363,0.1641609878062642,0.29137842959377025,0.5285574089884317
8_10,8,27,3.295836866004329,8.263542847409976,8.651148558017082,3.0,0,0.017406800005119294,numerical_unverified,29,39,0.8525485309924616,1.78993022715175,2.47043273425763,0.4544802806301988,0.1839678831679548,2.0794415416798357,0.9525097405262144,0.6804680946376107,0.1794871794871795,1.00000000:3.03036078:1|1.78993023:2.68387366:1|1.90094151:2.18636578:1|2.35244855:2.04722212:1|2.39506587:3.11999789:1,1,3,15,8.294987394518218,0.3561611634988644,8.103888922607535,0.5472596354095476,8.101005700472346,0.5501428575447367,8.249499706864189,0.4016488511528937,-0.1910984719106832,-0.04548768765402933
8_11,8,27,3.295836866004329,7.83631150922935,8.286316817806592,3.0,2,0.045616399991558865,numerical_unverified,24,43,0.9063412570236384,1.368711015727433,2.5438948990084023,0.4635891373724276,0.18223596326763827,1.0986122886681098,0.9597178063322463,0.5992786198153515,0.18604651162790697,1.00000000:2.82643469:1|1.36871102:2.35252502:1|1.62132358:3.01108375:1|2.00490634:2.20107695:2|2.27225802:3.04202195:2,3,5,11,8.507811143817847,0.22149432601125518,8.304739934810296,0.018423117003704803,8.286168730990076,0.0001480868165160132,8.05212022434548,0.2341965934611121,0.20307120900755038,-0.012702267449856919
8_12,8,29,3.367295829986474,7.360376248497786,8.935856927486691,3.0,0,0.01894880000327248,numerical_unverified,24,44,1.5090746352131417,1.0000000000022693,2.6064538906129013,0.42146449971059713,0.16170034744466197,2.397895272798371,0.8142873883851556,0.7338927243810102,0.36363636363636365,1.00000000:2.85200213:1|1.00000000:2.85200213:1|1.00713992:1.99296735:1|1.00713992:1.99296735:1|1.36432598:1.22332150:1,0,4,10,9.010380825675202,0.07452389818851124,9.356705548111837,0.4208486206251454,9.264973265969752,0.3291163384830611,9.204466589018168,0.26860966153147636,-0.34632472243663415,-0.19408576334296512
8_13,8,29,3.367295829986474,8.645751311064592,8.531232201460416,3.0,1,0.025624399990192614,numerical_unverified,22,39,0.7393107541114448,1.7319828467027878,2.5396116202393375,0.49780440124036346,0.19601595664200397,1.5404450409471493,0.9349198132600309,0.678001593604402,0.2564102564102564,1.00000000:3.09157938:1|1.73198285:2.29709351:1|2.34094634:2.84868793:1|2.40808841:1.68622315:2|2.83306916:3.13337931:2,2,5,13,8.448763174836083,0.08246902662433264,8.168663141331344,0.3625690601290721,8.03894319263292,0.4922890088274965,7.937849266926949,0.5933829345334667,-0.28010003350473944,-0.510913907909134
8_14,8,31,3.4339872044851463,7.102008990459396,9.217800316021926,3.0,0,0.08469219999096822,numerical_unverified,17,29,1.3453317737498598,1.012378728627296,2.4283121990409815,0.4342167324031417,0.17881421201714828,1.386294361119891,0.8389785453651595,0.787177169481248,0.2413793103448276,1.00000000:2.99637580:1|1.01237873:2.17578877:1|1.17144018:1.94190647:1|1.48140147:2.46332487:1|1.51131037:1.28546590:1,2,4,11,9.415982538286205,0.19818222226427906,9.471848745129297,0.254048429107371,9.21944187980456,0.0016415637826341367,8.869998759958882,0.3478015560630432,-0.05586620684309196,-0.14961933379876413
8_15,8,33,3.4965075614664802,7.353855785430827,9.930648293796184,3.0,1,0.029877099994337186,numerical_unverified,15,30,1.4580229569657133,1.0567223110169373,2.3967290265011276,0.37407256757918805,0.15607628707417087,1.945910149055313,0.7685290872327535,0.6952334054725864,0.4,1.00000000:2.25267553:2|1.05672231:2.37385436:1|1.50300660:2.68672058:2|1.54145488:1.09833717:2|1.56606850:2.03814789:2,2,3,20,9.529709549532633,0.40093874426355036,9.721914570331215,0.20873372346496843,9.638408588442875,0.29223970535330857,9.775422967393894,0.1552253264022898,0.19220502079858193,0.24571341786126055
8_16,8,35,3.5553480614894135,6.999999999999999,10.57902191689927,3.0,1,0.032351600006222725,numerical_unverified,24,40,1.3096031999038664,1.631259479409739,2.47849917270928,0.3421787595995206,0.13805885568462,2.0368819272610397,0.916527256715945,0.7062314040523376,0.225,1.00000000:2.94985393:2|1.63125948:2.51591695:1|1.68792601:2.14321005:2|1.75816252:1.13980200:2|1.75880667:2.68376530:1,2,2,22,9.902381682214795,0.6766402346844753,9.83644691067799,0.7425750062212799,9.958951010677097,0.620070906222173,10.42620738522354,0.15281453167573034,-0.0659347715368046,0.523825703008745
8_17,8,37,3.6109179126442243,6.379878123384214,10.98590760628482,3.0,0,0.02410260000033304,numerical_unverified,39,41,1.4632917889763046,1.000000000000006,2.53815222959274,0.3204596568364586,0.12625706728704686,1.7346010553881066,0.9343949287491129,0.6930254176040316,0.24390243902439024,1.00000000:2.62053115:1|1.00000000:2.62053115:1|1.43719257:2.15011336:1|1.43719257:2.15011336:1|1.59698425:2.34979942:1,2,2,16,10.402612149266986,0.5832954570178348,10.353647867703947,0.6322597385808741,10.496969911354576,0.48893769493024486,10.657268990758952,0.32863861552586826,-0.048964281563039336,0.25465684149196655
8_18,8,45,3.8066624897703196,5.0,12.350906209158202,3.0,0,0.018970599994645454,numerical_unverified,9,33,2.1859042575478393,1.0000000000003784,2.5561735382151,0.2559860758133735,0.10014424763669254,2.8903717578961654,0.5501515751396865,0.9058895903408636,0.48484848484848486,1.00000000:2.20349137:4|1.00000000:2.20349137:4|1.03241847:0.00000000:1|1.13546402:1.68127361:4|1.13546402:1.68127361:4,0,0,17,11.78783460715044,0.5630716020077617,12.203084859898798,0.14782134925940404,12.191152464115628,0.15975374504257367,12.000511510212249,0.3503946989459532,0.4152502527483577,0.21267690306180853
8_20,8,9,2.1972245773362196,6.379878123384214,4.124903251807674,3.0,0,0.009551000010105781,numerical_unverified,35,39,0.6847775846586461,1.1038146431423483,2.4015699847709007,0.5980850904665905,0.24903920945849314,1.163150809805681,0.9581082194326553,0.6488578261409434,0.1794871794871795,1.00000000:2.62382491:1|1.10381464:1.89134139:1|1.44162693:1.94108783:1|2.02262502:0.68299471:1|2.31885029:3.02500778:1,4,7,15,4.774189855805689,0.6492866039980152,4.388334738106904,0.26343148629922997,4.201053242026302,0.076149990218628,4.646778567989047,0.5218753161813732,0.3858551176987852,0.12741128781664202
8_21,8,15,2.70805020110221,6.379878123384211,6.783713519835127,3.0,0,0.01310620000003837,numerical_unverified,20,40,1.341288685968916,1.0320892930344658,2.4889714652332833,0.48061722239963156,0.19309872737114117,1.0986122886681104,0.9299409273362519,0.6280072352398932,0.225,1.00000000:2.94489969:1|1.03208929:0.78539816:1|1.11487976:2.13927464:2|1.41357227:1.99493346:2|1.46906028:3.02612151:2,4,8,14,6.5763512693741655,0.20736225046096113,6.895319136529962,0.1116056166948356,6.860218161053441,0.0765046412183148,6.667651367981222,0.1160621518539049,0.09575663376612553,0.09130009860705623
