fixture,source_mode,base_samples,resolution,subdivision_factor,projection,projection_class,projection_direction,expected_crossing_count,expected_determinant,polygon_length,vertex_distortion_estimate,minimum_nonlocal_vertex_clearance,crossing_count,gauss_component_count,alternating_projection,canonical_gauss_signature,pd_code,fox_determinant,first_tait_tree_count,second_tait_tree_count,unsigned_tait_shortcut_applicable,unsigned_tait_shortcut_agrees,tait_construction_status,tait_error,simplification_status,simplification_changed,simplified_crossing_count,simplified_component_count,simplified_fox_determinant,simplification_error,topological_fixture_pass,minimum_crossing_angle_degrees,minimum_crossing_depth_separation,minimum_crossing_vertex_parameter_margin,normalized_minimum_depth_separation,crossing_count_matches_expected,determinant_matches_expected,backend_messages,extraction_status,error_message,runtime_seconds,reference_resolution,signature_matches_reference,crossing_count_matches_reference,determinant_matches_reference,projection_stability_pass
3_1_torus_T_2_3,smooth_parametric_resampling,24,32,,tilt_y_neg007,generic_tilt,"[0.0, -0.07, 1.0]",3,3,31.450836643244422,7.862709160811103,1.579679298302363,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,71.69609181337779,1.9391811635928011,0.12399113985180676,0.2430682039092408,True,True,,passed,,0.0014118000108283013,96,True,True,True,True
3_1_torus_T_2_3,smooth_parametric_resampling,24,32,,oblique_008_neg006,generic_tilt,"[0.08, -0.06, 1.0]",3,3,31.450836643244422,7.862709160811103,1.579679298302363,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,71.30709908644445,1.9337898142951087,0.009883747304836987,0.24056635075992178,True,True,,passed,,0.0013694999943254516,96,True,True,True,True
3_1_torus_T_2_3,smooth_parametric_resampling,24,48,,z_axis,axis_aligned_reference,"[0.0, 0.0, 1.0]",3,3,31.697980700122237,7.9244951750305574,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,72.33824913619256,1.9999999999999996,0.0,0.24909009128192744,True,True,,passed,,0.0018125000060535967,96,True,True,True,True
3_1_torus_T_2_3,smooth_parametric_resampling,24,48,,tilt_x_005,generic_tilt,"[0.05, 0.0, 1.0]",3,3,31.697980700122237,7.9244951750305574,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,72.7214571106922,1.9827784813641987,0.01185120588269939,0.2452056844161007,True,True,,passed,,0.0016614000051049516,96,True,True,True,True
3_1_torus_T_2_3,smooth_parametric_resampling,24,48,,tilt_y_neg007,generic_tilt,"[0.0, -0.07, 1.0]",3,3,31.697980700122237,7.9244951750305574,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,72.96431689279925,1.9792137586143852,0.13371820939386225,0.24602619460441513,True,True,,passed,,0.0019524999952409416,96,True,True,True,True
3_1_torus_T_2_3,smooth_parametric_resampling,24,48,,oblique_008_neg006,generic_tilt,"[0.08, -0.06, 1.0]",3,3,31.697980700122237,7.9244951750305574,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,51.77637671859821,1.9758646004844291,0.03593175260206216,0.2437573741739772,True,True,,passed,,0.001963699993211776,96,True,True,True,True
3_1_torus_T_2_3,smooth_parametric_resampling,24,64,,z_axis,axis_aligned_reference,"[0.0, 0.0, 1.0]",3,3,31.785431338436116,7.946357834609028,1.548148594998098,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,72.95459737638727,1.9807389066887877,0.0,0.2462527985025454,True,True,,passed,,0.0024440999986836687,96,True,True,True,True
3_1_torus_T_2_3,smooth_parametric_resampling,24,64,,tilt_x_005,generic_tilt,"[0.05, 0.0, 1.0]",3,3,31.785431338436116,7.946357834609028,1.548148594998098,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,73.28995765066102,1.9809084691260634,0.14616066549108808,0.24439140806354293,True,True,,passed,,0.00243649999902118,96,True,True,True,True
3_1_torus_T_2_3,smooth_parametric_resampling,24,64,,tilt_y_neg007,generic_tilt,"[0.0, -0.07, 1.0]",3,3,31.785431338436116,7.946357834609028,1.548148594998098,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,73.41060035517711,1.9795531077171347,0.2079847797071892,0.2458705784883822,True,True,,passed,,0.0024656000023242086,96,True,True,True,True
3_1_torus_T_2_3,smooth_parametric_resampling,24,64,,oblique_008_neg006,generic_tilt,"[0.08, -0.06, 1.0]",3,3,31.785431338436116,7.946357834609028,1.548148594998098,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,73.39012009472046,1.9817520776199404,0.06371357249695109,0.24415718799348488,True,True,,passed,,0.0022917000023880973,96,True,True,True,True
3_1_torus_T_2_3,smooth_parametric_resampling,24,96,,z_axis,axis_aligned_reference,"[0.0, 0.0, 1.0]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,73.39183312653299,2.0,0.0,0.2487471591544219,True,True,,passed,,0.002865000002202578,96,True,True,True,True
3_1_torus_T_2_3,smooth_parametric_resampling,24,96,,tilt_x_005,generic_tilt,"[0.05, 0.0, 1.0]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,63.09666552243529,1.9926853207655078,0.009308051453778887,0.24596934475071058,True,True,,passed,,0.002959799996460788,96,True,True,True,True
3_1_torus_T_2_3,smooth_parametric_resampling,24,96,,tilt_y_neg007,generic_tilt,"[0.0, -0.07, 1.0]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,73.65197216146565,1.9925468659738668,0.21852680338579944,0.24731832397671355,True,True,,passed,,0.004185300000244752,96,True,True,True,True
3_1_torus_T_2_3,smooth_parametric_resampling,24,96,,oblique_008_neg006,generic_tilt,"[0.08, -0.06, 1.0]",3,3,31.848201000228453,7.962050250057112,1.5660467858401352,3,1,True,1:+1:-1|2:-1:-1|3:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1,"[[2, 5, 3, 6], [4, 1, 5, 2], [6, 3, 1, 4]]",3,3,3,True,True,passed,,passed,False,3,1,3,,True,63.12080787431061,1.9924340621223249,0.12112847324616283,0.24526860358427743,True,True,,passed,,0.0032198999979300424,96,True,True,True,True
5_1_torus_T_2_5,exact_polygon_subdivision,32,32,1,z_axis,axis_aligned_reference,"[0.0, 0.0, 1.0]",5,5,39.406960620509196,14.023839577637053,1.1387649906642063,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,80.55245890646349,1.772377008432225,0.0,0.21837256123529367,True,True,,passed,,0.0027539000002434477,256,True,True,True,True
5_1_torus_T_2_5,exact_polygon_subdivision,32,32,1,tilt_x_005,generic_tilt,"[0.05, 0.0, 1.0]",5,5,39.406960620509196,14.023839577637053,1.1387649906642063,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,80.34028577751407,1.76721324828695,0.03421994169804776,0.21664323533068247,True,True,,passed,,0.0026107000012416393,256,True,True,True,True
5_1_torus_T_2_5,exact_polygon_subdivision,32,32,1,tilt_y_neg007,generic_tilt,"[0.0, -0.07, 1.0]",5,5,39.406960620509196,14.023839577637053,1.1387649906642063,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,54.80196798403876,1.783679943201014,0.05960351940902697,0.21823120629082798,True,True,,passed,,0.002711900000576861,256,True,True,True,True
5_1_torus_T_2_5,exact_polygon_subdivision,32,32,1,oblique_008_neg006,generic_tilt,"[0.08, -0.06, 1.0]",5,5,39.406960620509196,14.023839577637053,1.1387649906642063,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,54.59266119789174,1.775301005320879,0.012070425417155306,0.21634784961665096,True,True,,passed,,0.002316800004336983,256,True,True,True,True
5_1_torus_T_2_5,exact_polygon_subdivision,32,64,2,z_axis,axis_aligned_reference,"[0.0, 0.0, 1.0]",5,5,39.406960620509196,14.023839577637037,1.1387649906642063,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,80.55245890646347,1.772377008432225,0.0,0.21837256123529367,True,True,,passed,,0.0031249000021489337,256,True,True,True,True
5_1_torus_T_2_5,exact_polygon_subdivision,32,64,2,tilt_x_005,generic_tilt,"[0.05, 0.0, 1.0]",5,5,39.406960620509196,14.023839577637037,1.1387649906642063,5,1,True,1:+1:-1|2:-1:-1|3:+1:-1|4:-1:-1|5:+1:-1|1:-1:-1|2:+1:-1|3:-1:-1|4:+1:-1|5:-1:-1,"[[2, 7, 3, 8], [4, 9, 5, 10], [6, 1, 7, 2], [8, 3, 9, 4], [10, 5, 1, 6]]",5,5,5,True,True,passed,,passed,False,5,1,5,,True,80.34028577751408,1.76721324828695,0.02180793732091857,0.21664323533068247,True,True,,passed,,0.004435599999851547,256,True,True,True,True
